PerceptionOfWeight,BMIPCT,WeightPerception
3,25.01115187,About the right weight
4,88.46785749,Slightly overweight
3,91.6123508,About the right weight
4,68.7308965,Slightly overweight
3,47.57670396,About the right weight
3,71.24517665,About the right weight
3,28.91092809,About the right weight
4,94.91944326,Slightly overweight
4,66.08825915,Slightly overweight
3,56.22159575,About the right weight
3,42.90615422,About the right weight
3,5.692348991,About the right weight
3,52.08583923,About the right weight
2,0.017492418,Slightly underweight
3,56.04225389,About the right weight
4,57.60270767,Slightly overweight
4,40.85194501,Slightly overweight
4,91.41864156,Slightly overweight
3,48.21839695,About the right weight
4,62.47075585,Slightly overweight
3,34.83617385,About the right weight
4,86.06465377,Slightly overweight
3,74.51763205,About the right weight
4,85.9657027,Slightly overweight
3,64.16336237,About the right weight
4,86.69036798,Slightly overweight
5,96.71354806,Very overweight
3,30.54443285,About the right weight
3,91.61110991,About the right weight
2,7.696411684,Slightly underweight
3,58.07262747,About the right weight
4,94.4214738,Slightly overweight
3,68.74672134,About the right weight
4,98.35856893,Slightly overweight
3,81.80727095,About the right weight
3,94.08124471,About the right weight
3,81.07986622,About the right weight
3,54.82320838,About the right weight
3,72.79132938,About the right weight
3,31.4150184,About the right weight
3,63.5095513,About the right weight
3,60.06952126,About the right weight
2,26.61563241,Slightly underweight
3,67.85584641,About the right weight
3,67.35761931,About the right weight
3,53.96737126,About the right weight
3,49.99841183,About the right weight
3,58.13000792,About the right weight
2,15.79592418,Slightly underweight
4,98.2651427,Slightly overweight
3,88.86798665,About the right weight
3,49.0050896,About the right weight
4,90.51467987,Slightly overweight
1,35.93437682,Very underweight
3,77.00916842,About the right weight
3,54.15385884,About the right weight
3,94.82910931,About the right weight
4,96.4516332,Slightly overweight
4,78.10688836,Slightly overweight
4,93.83224704,Slightly overweight
3,0.727335305,About the right weight
4,76.16361312,Slightly overweight
4,61.79232599,Slightly overweight
3,61.78523973,About the right weight
3,63.9371367,About the right weight
3,61.12521977,About the right weight
3,55.62821787,About the right weight
2,28.71252147,Slightly underweight
1,4.047351474,Very underweight
5,99.56965707,Very overweight
3,95.82738211,About the right weight
3,93.65518174,About the right weight
3,56.82844588,About the right weight
5,99.62507924,Very overweight
4,94.96238433,Slightly overweight
3,98.93270684,About the right weight
5,95.74178272,Very overweight
4,98.60721745,Slightly overweight
3,65.59859256,About the right weight
4,87.00265796,Slightly overweight
3,41.98150796,About the right weight
3,96.13778319,About the right weight
3,90.49868957,About the right weight
3,94.25302614,About the right weight
4,90.30676878,Slightly overweight
3,80.06893476,About the right weight
3,57.17098739,About the right weight
3,79.81817498,About the right weight
2,28.59861823,Slightly underweight
3,93.19041908,About the right weight
4,94.85754834,Slightly overweight
2,53.65661966,Slightly underweight
3,50.9578953,About the right weight
5,98.49023109,Very overweight
4,92.62027788,Slightly overweight
4,99.25443347,Slightly overweight
2,47.5215336,Slightly underweight
2,25.04857867,Slightly underweight
4,97.76629197,Slightly overweight
3,30.15776039,About the right weight
4,95.50889982,Slightly overweight
3,59.02079621,About the right weight
4,96.65456993,Slightly overweight
3,45.29045811,About the right weight
3,74.23946269,About the right weight
3,47.57875662,About the right weight
2,35.75781836,Slightly underweight
3,62.34594798,About the right weight
3,48.80118201,About the right weight
3,92.10012007,About the right weight
4,97.39930133,Slightly overweight
3,77.71427667,About the right weight
3,90.45285503,About the right weight
3,79.36575134,About the right weight
3,66.5318241,About the right weight
3,89.13675181,About the right weight
3,95.72836219,About the right weight
4,86.52052376,Slightly overweight
2,28.08611963,Slightly underweight
4,86.29008291,Slightly overweight
3,84.55301022,About the right weight
3,57.95910476,About the right weight
3,81.94224698,About the right weight
4,97.68971482,Slightly overweight
3,51.54647892,About the right weight
2,38.18531901,Slightly underweight
4,98.08572513,Slightly overweight
3,78.29032257,About the right weight
4,99.70626486,Slightly overweight
3,74.56135167,About the right weight
3,97.56644906,About the right weight
3,62.19393818,About the right weight
3,78.57310447,About the right weight
5,80.79828964,Very overweight
3,64.39459478,About the right weight
3,43.38387385,About the right weight
2,11.98787945,Slightly underweight
2,41.63382054,Slightly underweight
5,99.68922487,Very overweight
3,29.22517342,About the right weight
3,74.10960037,About the right weight
4,98.39245042,Slightly overweight
3,63.43400792,About the right weight
2,57.85683861,Slightly underweight
4,84.80186567,Slightly overweight
4,80.08049978,Slightly overweight
4,93.8107995,Slightly overweight
3,30.29781056,About the right weight
4,89.17552609,Slightly overweight
3,42.90537454,About the right weight
3,74.23946269,About the right weight
2,13.56097159,Slightly underweight
3,78.31570259,About the right weight
3,62.41050615,About the right weight
2,8.864303891,Slightly underweight
2,77.79529438,Slightly underweight
3,60.66321529,About the right weight
3,71.06228764,About the right weight
3,80.57629926,About the right weight
3,87.80306641,About the right weight
4,92.76606871,Slightly overweight
3,53.24794021,About the right weight
3,75.39423481,About the right weight
4,50.280802,Slightly overweight
3,70.90474907,About the right weight
4,95.9856148,Slightly overweight
3,91.76883047,About the right weight
4,92.79596662,Slightly overweight
3,35.5309219,About the right weight
3,87.39539654,About the right weight
3,9.226937862,About the right weight
4,95.38126273,Slightly overweight
4,88.10799552,Slightly overweight
4,98.39388191,Slightly overweight
4,95.61447369,Slightly overweight
3,58.06394871,About the right weight
3,56.25019224,About the right weight
3,40.43646118,About the right weight
3,70.40604141,About the right weight
2,38.13469566,Slightly underweight
5,99.75861999,Very overweight
4,94.07873343,Slightly overweight
3,73.71563971,About the right weight
3,93.82384404,About the right weight
5,93.82384404,Very overweight
3,63.73246211,About the right weight
4,43.05793445,Slightly overweight
4,77.04936127,Slightly overweight
4,96.96756116,Slightly overweight
3,66.84791246,About the right weight
5,21.16741012,Very overweight
3,11.02852702,About the right weight
3,70.52490109,About the right weight
3,50.74874814,About the right weight
4,95.86350969,Slightly overweight
3,76.45531451,About the right weight
3,97.17163093,About the right weight
2,48.91723068,Slightly underweight
2,28.26930783,Slightly underweight
4,84.21561074,Slightly overweight
3,53.70643103,About the right weight
3,97.57939704,About the right weight
3,95.58384077,About the right weight
2,23.90166614,Slightly underweight
4,92.56422299,Slightly overweight
4,79.08474787,Slightly overweight
3,57.7634963,About the right weight
4,98.14047195,Slightly overweight
3,60.11766537,About the right weight
4,98.63342533,Slightly overweight
4,37.69752711,Slightly overweight
2,31.68377923,Slightly underweight
3,69.42430866,About the right weight
3,24.60515146,About the right weight
4,93.12572961,Slightly overweight
3,94.86641154,About the right weight
3,66.95017509,About the right weight
3,47.9840088,About the right weight
3,93.98925052,About the right weight
4,98.58554973,Slightly overweight
3,69.17629728,About the right weight
1,11.36765591,Very underweight
3,93.83047221,About the right weight
4,77.26025341,Slightly overweight
3,92.6891161,About the right weight
4,71.87126497,Slightly overweight
4,50.9578953,Slightly overweight
3,21.08701585,About the right weight
4,55.49638039,Slightly overweight
3,58.52441383,About the right weight
4,83.65146996,Slightly overweight
3,40.97602766,About the right weight
4,90.78885624,Slightly overweight
4,90.19387473,Slightly overweight
2,12.31976023,Slightly underweight
3,89.98187058,About the right weight
2,4.313275925,Slightly underweight
3,0.043414673,About the right weight
4,93.13918876,Slightly overweight
5,96.04613312,Very overweight
2,41.76200357,Slightly underweight
3,96.0698293,About the right weight
3,87.63003201,About the right weight
2,28.6085372,Slightly underweight
3,67.38519263,About the right weight
3,83.83716201,About the right weight
2,29.94956941,Slightly underweight
3,84.65821042,About the right weight
2,28.26874176,Slightly underweight
3,92.21898657,About the right weight
3,92.03306019,About the right weight
3,88.96262787,About the right weight
3,74.21644586,About the right weight
3,9.141686811,About the right weight
4,97.68922962,Slightly overweight
3,81.62895753,About the right weight
3,45.33714908,About the right weight
3,9.128909438,About the right weight
4,71.8600337,Slightly overweight
3,44.4441058,About the right weight
4,81.55152509,Slightly overweight
5,98.47112633,Very overweight
1,5.110339504,Very underweight
4,97.96916252,Slightly overweight
3,51.43339993,About the right weight
4,97.82177107,Slightly overweight
4,98.28941691,Slightly overweight
5,98.57684626,Very overweight
2,55.1022432,Slightly underweight
3,47.22319469,About the right weight
3,89.72830782,About the right weight
2,36.20974188,Slightly underweight
3,90.27142777,About the right weight
4,94.73738662,Slightly overweight
5,99.49013517,Very overweight
4,97.73334111,Slightly overweight
3,88.26731787,About the right weight
3,82.35248516,About the right weight
4,90.05670299,Slightly overweight
3,88.03066825,About the right weight
2,72.08322728,Slightly underweight
2,74.81987587,Slightly underweight
3,91.6123508,About the right weight
2,57.62712177,Slightly underweight
2,83.60595681,Slightly underweight
4,96.35496723,Slightly overweight
3,90.64350563,About the right weight
2,76.03563955,Slightly underweight
3,56.29565269,About the right weight
4,91.81911184,Slightly overweight
3,43.30369499,About the right weight
3,49.0050896,About the right weight
3,93.68213603,About the right weight
3,29.39432739,About the right weight
